CLOSED DATE,OPEID,SCHOOL NAME                                                        ,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE,COUNTRY (FOREIGN)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2/1/1999,2122001,NEW ENGLAND HAIR ACADEMY,NEW ENGLAND HAIR ACADEMY,,HAVERHILL,MA,01830-5202,
2/1/2000,322204,UMPQUA COMMUNITY COLLEGE,UMPQUA COMMUNITY COLLEGE - DOUGLAS COMMUNITY HOSPITAL,738 WEST HARVARD BOULEVARD,ROSEBURG,OR,97470-2996,
2/1/2000,330903,PEIRCE COLLEGE,PEIRCE COLLEGE - INDEPENDENCE BLUE CROSS,ARMARK- 1101 MARKET  STREET,PHILADELPHIA,PA,19107-1480,
2/1/2001,2295001,EVEREST COLLEGE PHOENIX,EVEREST COLLEGE - -ACADEMY OF BUSINESS COLLEGE - RHODES COLLEGE,4515 E. MUIRWOOD,PHOENIX,AZ,85044-7683,
2/1/2002,214821,ENDICOTT COLLEGE,ENDICOTT COLLEGE - EBSCO PUBLISHING,10 ESTES STREET,IPSWICH,MA,01938-2106,
2/1/2002,3446301,CALIFORNIA SCHOOL OF MODERN SCIENCES,CALIFORNIA SCHOOL OF MEDICAL SCIENCES -,5010 SUNSET BOULEVARD,LOS ANGELES,CA,90027-5820,
2/1/2002,3446302,CALIFORNIA SCHOOL OF MODERN SCIENCES,CALIFORNIA SCHOOL OF MODERN SCIENCES,393 7TH AVENUE SUITE 201,SAN FRANCISCO,CA,94118-2369,
2/1/2002,3446303,CALIFORNIA SCHOOL OF MODERN SCIENCES,CALIFORNIA SCHOOL OF MEDICAL SCIENCES - WESTERN TECHNICAL INSTITUTE,557 EAST SAHARA AVENUE SUITE 108,LAS VEGAS,NV,89104-2733,
2/1/2002,3446304,CALIFORNIA SCHOOL OF MODERN SCIENCES,CALIFORNIA SCHOOL OF MEDICAL SCIENCES - LONG BEACH CAREER COLLEGE,3605 LONG BEACH BOULEVARD,LONG BEACH,CA,90805-0000,
2/1/2003,252157,WEBSTER UNIVERSITY,WEBSTER UNIVERSITY-SOUTH ORLANDO CAMPUS,7087 GRAND NATIONAL DRIVE,ORLANDO,FL,32819-0000,
2/1/2005,219717,NICHOLS COLLEGE,NICHOLS COLLEGE - NORTHAMPTON VETERANS ADMINISTRATION,MAIN BUILDING NORTH MAIN STREET EXTENSION,LEEDS,MA,01053-9714,
2/1/2005,3104601,TEXAS CAREER INSTITUTE-KERRVILLE-HOUSTON,TEXAS CAREER INSTITUTE-KERRVILLE-HOUSTON,8505 GULF FREEWAY SUITE A,HOUSTON,TX,77017-5043,
2/1/2011,1028603,SUNY EMPIRE STATE COLLEGE,SUNY EMPIRE STATE COLLEGE - CENTER FOR INTERNATIONAL PROGRAMS,111 WEST AVENUE,SARATOGA SPRINGS,NY,12866-4310,
2/1/2011,1028613,SUNY EMPIRE STATE COLLEGE,SUNY EMPIRE STATE COLLEGE - ATHENS,ESC @ NEW YORK COLLEGE SKOUFOU 3 SYNTAGMA SQUARE,ATHENS,,,GREECE
2/1/2011,1028614,SUNY EMPIRE STATE COLLEGE,SUNY EMPIRE STATE COLLEGE - DOMINICAN REPUBLIC,AVENIDA MAXIMO GOMEZ #72 UNAPEC,SANTO DOMINGO,,,DOMINICAN REPUBLIC
2/1/2011,1028615,SUNY EMPIRE STATE COLLEGE,SUNY EMPIRE STATE COLLEGE - PRAGUE,UNIVERSITY OF NEW YORK @ PRAGUE LEGEROVA 72 120 00,PRAGUE 2,,,CZECH REPUBLIC
2/1/2011,1028616,SUNY EMPIRE STATE COLLEGE,SUNY EMPIRE STATE COLLEGE - THESSALONIKI,NEW YORK COLLEGE/THESSALONIKI 6 KATSIMIDI PAPANASTASAIOU STREET,THESSALONIKI,,,GREECE
2/1/2011,1028617,SUNY EMPIRE STATE COLLEGE,SUNY EMPIRE STATE COLLEGE - TIRANA,UNIV. NY @ TIRANA KOMUNA E PARISIT PRANE KOPSHITIT BOTANIK,TIRANA,,,ALBANIA
2/1/2013,2596600,ATI CAREER TRAINING CENTER,ATI CAREER TRAINING CENTER,10003 TECHNOLOGY BOULEVARD WEST,DALLAS,TX,75220-4443,
2/1/2013,2596602,ATI CAREER TRAINING CENTER,ATI CAREER TRAINING CENTER - DALLAS (STEMMONS FWY),2998 STEMMONS FREEWAY,DALLAS,TX,75247-6103,
2/1/2013,3088300,ACADEMY OF COSMETOLOGY,ACADEMY OF COSMETOLOGY,5117 DORCHESTER ROAD,CHARLESTON,SC,29418-5667,
2/1/2013,12098859,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - EL CENTRO FAIRFIELD INN &SUITES (OTL),503 E. DANENBURG DRIVE,EL CENTRO,CA,92243-8507,
2/1/2013,12098870,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - ROSEVILLE LEARNING CENTER (LC),516 GIBSON DRIVE,ROSEVILLE,CA,95678-5791,
2/1/2013,32098822,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - ST. PETERSBURG/CLEARWATER LEARNING CENTER (LC),1901 ULMERTON ROAD,CLEARWATER,FL,33762-3311,
2/1/2013,32098859,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - DES MOINES CAMPUS (C),6600 WESTOWN PARKWAY,WEST DES MOINES,IA,50266-7724,
2/1/2013,42098821,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - SANTA TERESA (5250) (OTL),5250 MCNUTT ROAD,SANTA TERESA,NM,88008-0899,
2/1/2013,42098822,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - SANTA TERESA (5340) (OTL),5340 MCNUTT ROAD,SANTA TERESA,NM,88008-0899,
2/1/2013,42098849,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - HILLSBORO LEARNING CENTER (LC),3600 NORTHWEST JOHN OLSEN PLACE ROCK CREEK CORP CENTER SUITE 100,HILLSBORO,OR,97124-5815,
2/1/2013,42098863,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - WASHINGTON LEARNING CENTER (LC),90 WEST CHESTNUT STREET,WASHINGTON,PA,15301-4524,
2/1/2013,52098874,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - OWASSO LEARNING CENTER (LC),9455 NORTH OWASSO EXPRESSWAY SUITES I & J,OWASSO,OK,74055-5442,
2/1/2013,62098817,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - EAST JACKSONVILLE STUDENT CENTER,11915 BEACH BOULEVARD,JACKSONVILLE,FL,32246-6704,
2/1/2013,62098862,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - HOLIDAY INN HOTELS/RESORTS,3805 MURPHY CANYON ROAD,SAN DIEGO,CA,92123-4404,
2/1/2013,62098896,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - DESERT REGIONAL MEDICAL CENTER,1150 N. INDIAN CANYON DRIVE,PALM SPRINGS,CA,92262-4872,
2/1/2013,72098811,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - INDIANAPOLIS SHERATON HOTEL,8787 KEYSTONE CROSSING,INDIANAPOLIS,IN,46240-2108,
2/1/2013,72098821,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243-4306,
2/1/2014,3467310,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - MAIN STREET CAMPUS,587 NORTH MAIN STREET,LAYTON,UT,84041-3002,
2/1/2016,82098815,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - HOLIDAY INN WICHITA,549 SOUTH ROCK ROAD,WICHITA,KS,67207-2365,
2/2/1989,2198100,MAR JON SCHOOL OF BEAUTY CULTURE,MAR JON SCHOOL OF BEAUTY CULTURE,285 HAWLEY STREET,LOCKPORT,NY,14094,
2/2/1990,518900,ALLIED INST OF TECHLGY,ALLIED INST OF TECHLGY,5150 W ROOSEVELT RD,CHICAGO,IL,60650,
2/2/2006,370219,AVERETT UNIVERSITY,AVERETT UNIVERSITY - GENERAL SERVICES ADMINISTRATION,7TH & D STREETS SW,WASHINGTON,DC,20024-2127,
2/2/2008,3683301,INTERNATIONAL BARBER & STYLE COLLEGE,NWANI'S BARBER & STYLE ACADEMY - INTERNATIONAL BARBER & STYLE COLLEGE,966 MADISON SQUARE,MADISON,TN,37115-4614,
2/2/2015,237555,SOUTHWEST MINNESOTA STATE UNIVERSITY,SOUTHWEST MINNESOTA STATE UNIVERSITY -  MS EDUCATION SISSETON,,SISSETON,SD,57262-9998,
2/2/2015,3021502,NUVANI INSTITUTE,NUVANI INSTITUTE,14005 NORTH US HIGHWAY 183 SUITE 1200,AUSTIN,TX,78717-5962,
2/2/2016,232348,UNIVERSITY OF DETROIT MERCY,UNIVERSITY OF DETROIT MERCY - HENRY FORD HOSPITAL - DETROIT,2799 W. GRAND BLVD.,DETROIT,MI,48202-0000,
2/2/2018,2159800,COSMETOLOGY CAREERS UNLIMITED COLLEGE OF HAIR SKIN AND NAILS,COSMETOLOGY CAREERS UNLIMITED COLLEGE OF HAIR SKIN AND NAILS,2534 E. BELTLINE,HIBBING,MN,55746-1734,
2/3/1988,2356100,INTERNATIONAL COLLEGE OF BEAUTY,INTERNATIONAL COLLEGE OF BEAUTY,3521 W BROWARD BLVD,FT LAUDERDALE,FL,33312,
2/3/1989,1118200,CLIFTON SCHOOL OF BUSINESS,CLIFTON SCHOOL OF BUSINESS,346 LEXINGTON AVENUE,CLIFTON,NJ,7011,
2/3/1994,2082000,INTERIOR DESIGN INST,INTERIOR DESIGN INST,1401 BLAKE ST,DENVER,CO,80202,
2/3/1994,2280107,PONTIAC BUSINESS INSTITUTE,EXTENSION FACILITY LOCATION,1100 HIGHWAY 1807,VENUS,TX,76084,
2/3/1994,2280108,PONTIAC BUSINESS INSTITUTE,BRANCH CAMPUS,901 5TH ST,CLEVELAND,TX,77328,
2/3/1994,2527900,PIKEVILLE BEAUTY COLLEGE,PIKEVILLE BEAUTY COLLEGE,967 N MAYO TRAIL COAL RUN VILLAGE,PIKEVILLE,KY,41501,
2/3/1995,2360203,STENOTYPE INSTITUTE OF SPRINGFIELD,STENOTYPE INSTITUTE OF SPRINGFIELD,11499 CHESTER WAY CARNEGIE CENTER,CINCINNATI,OH,45246,
2/3/1995,2360204,STENOTYPE INSTITUTE OF SPRINGFIELD,STENOTYPE INSTITUTE OF SPRINGFIELD,4400 BRECKENRIDGE LANE,LOUISVILLE,KY,40218,
2/3/1997,902202,ASSOCIATED TECHNICAL COLLEGE,ASSOCIATED TECHNICAL COLLEGE,395 NORTH 'E' STREET,SAN BERNARDINO,CA,90241-0000,
2/3/1997,2330200,MAURICIOS SCHOOL OF COSMETOLOGY,MAURICIOS SCHOOL OF COSMETOLOGY,16705 E WARREN,DETROIT,MI,48224,
2/3/1999,2521600,COLUMBIA COLLEGE OF BUSINESS,COLUMBIA COLLEGE OF BUSINESS,8800 SE SUNNYSIDE ROAD SUITE 250,CLACKAMAS,OR,97015-5702,
2/3/1999,2521601,COLUMBIA COLLEGE OF BUSINESS,COLUMBIA COLLEGE OF BUSINESS,7931 NE HALSEY STREET SUITE 208,PORTLAND,OR,97213-6755,
2/3/1999,2521602,COLUMBIA COLLEGE OF BUSINESS,COLUMBIA COLLEGE OF BUSINESS,8800 SE SUNNYSIDE ROAD SUITE 250,CLACKMAS,OR,97015-5702,
2/3/2000,10150907,NOVA SOUTHEASTERN UNIVERSITY,NOVA SOUTHEASTERN UNIVERSITY - HOLIDAY INN SELECT INTERNATIONAL,3 APPLETREE SQUARE,BLOOMINGTON,MN,55425-1671,
2/3/2003,330910,PEIRCE COLLEGE,PEIRCE COLLEGE -  IRS,11511ROOSEVELT BLVD,PHILADELPHIA,PA,19154-4699,
2/3/2003,394109,UNIVERSIDAD DEL ESTE,UNIVERSIDAD DEL ESTE - ISLA VERDE,AVENIDA LOS GOBERNADORES ESQUINA CAMPO RICO,CAROLINA,PR,00984-0000,
2/4/1987,490300,PHILADLEPHIA SCHOOL OF OFFICE TECHNOLOGIES,PHILADLEPHIA SCHOOL OF OFFICE TECHNOLOGIES,1724 CHESTNUT STREET,PHILADELPHIA,PA,19103,
2/4/1987,2251900,BUSINESS INSTITUTE OF TECHNOLOGY,BUSINESS INSTITUTE OF TECHNOLOGY,314 EAST 14TH STREET,CEDAR FALLS,IA,50613,
2/4/1991,2348900,INSTITUTE OF OCCUPATIONAL STUDIES OF PUERTO RICO,INSTITUTE OF OCCUPATIONAL STUDIES OF PUERTO RICO,POB 712,LAS PIEDRAS,PR,671,
2/4/1991,2348901,INSTITUTE OF OCCUPATIONAL STUDIES OF PUERTO RICO,BRANCH LOCATION_(FORMERLY        BARRANQUITAS PR),CALLE CARAZO ESQUINA COLTON,GUAYNABO,PR,657,
2/4/1991,2348902,INSTITUTE OF OCCUPATIONAL STUDIES OF PUERTO RICO,BRANCH LOCATION (FORMERLY AT     CALLE LUIS HERNAIZ #59),CALLE PALMER Y SOSA ALTOS,CANOVANAS,PR,629,
2/4/1991,2348903,INSTITUTE OF OCCUPATIONAL STUDIES OF PUERTO RICO,BRANCH LOCATION (FORMERLY CALLE  JERONIMO MARTINEZ #7),5 RUIZ RIVERA ST,AIBONITO,PR,609,
2/4/2004,2609900,SER BUSINESS AND TECHNICAL INSTITUTE,SER BUSINESS AND TECHNICAL INSTITUTE,9301 MICHIGAN AVENUE,DETROIT,MI,48210-2038,
2/4/2005,3306301,ROCKY MOUNTAIN MONTESSORI TEACHER TRAINING PROGRAM,ROCKY MOUNTAIN MONTESSORI TEACHER TRAINING PROGRAM - PACIFIC NORTHWEST,4621 41ST AVENUE NORTHEAST,SEATTLE,WA,98155-3905,
2/4/2009,1184101,JOHN JAY BEAUTY COLLEGE,JOHN JAY BEAUTY COLLEGE - SLIDELL LOCATION,3144 PONTCHARTRAIN DR.,SLIDELL,LA,70458-4644,
2/4/2012,3485400,JAMES ALBERT SCHOOL OF COSMETOLOGY,JAMES ALBERT SCHOOL OF COSMETOLOGY,1835 NEWPORT BOULEVARD SUITE A-200,COSTA MESA,CA,92627-3831,
2/4/2016,736700,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY,5001 EAST BONANZA ROAD SUITE 110,LAS VEGAS,NV,89110-3563,
2/4/2016,736701,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOLS OF BEAUTY -,4451 EAST SUNSET ROAD SUITE 14,HENDERSON,NV,89014-2244,
2/4/2016,737100,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY,5093 SOUTH MCCARRAN BOULEVARD,RENO,NV,89502-6530,
2/4/2016,747600,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY,1241 SOUTH SOTO STREET SUITE 101,LOS ANGELES,CA,90023-2666,
2/4/2016,747602,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOLS OF BEAUTY - SPA ACADEMY WILSHIRE,6111 WILSHIRE BOULEVARD,LOS ANGELES,CA,90048-5101,
2/4/2016,747603,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOLS OF BEAUTY - INGLEWOOD,240 SOUTH MARKET STREET,INGLEWOOD,CA,90301-2306,
2/4/2016,747604,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOLS OF BEAUTY - RESEDA,18442 SHERMAN WAY,RESEDA,CA,91335-4218,
2/4/2016,747606,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOLS OF BEAUTY - WEST COVINA,166 PLAZA DRIVE,WEST COVINA,CA,91790-2876,
2/4/2016,747607,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOLS OF BEAUTY - SAN BERNARDINO,721 WEST 2ND STREET,SAN BERNARDINO,CA,92410-3261,
2/4/2016,747608,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOLS OF BEAUTY - ONTARIO,940 NORTH MOUNTAIN AVENUE,ONTARIO,CA,91762-2113,
2/4/2016,747609,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOLS OF BEAUTY - WHITTIER,6538 GREENLEAF AVENUE,WHITTIER,CA,90601-4107,
2/4/2016,747610,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOLS OF BEAUTY - LOMITA,2418 LOMITA BOULEVARD,LOMITA,CA,90717-1460,
2/4/2016,747611,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOLS OF BEAUTY - SAN DIEGO,7550 MIRAMAR ROAD SUITE 400,SAN DIEGO,CA,92126-4217,
2/4/2016,747612,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOLS OF BEAUTY - EL CAJON,841 ARNELE AVENUE,EL CAJON,CA,92020-2503,
2/4/2016,747613,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOLS OF BEAUTY - VICTORVILLE,14311 BEAR VALLEY ROAD SUITE 101,VICTORVILLE,CA,92392-5496,
2/4/2016,747614,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOLS OF BEAUTY - ANAHEIM,663 NORTH EUCLID STREET,ANAHEIM,CA,92801-4622,
2/4/2016,747615,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOLS OF BEAUTY - SIMI VALLEY,1125 EAST LOS ANGELES STREET,SIMI VALLEY,CA,93065-2801,
2/4/2016,1265000,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY,200 NORTH SAN FERNANDO BOULEVARD,BURBANK,CA,91502-2828,
2/4/2016,1265001,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - PALMDALE,641 WEST PALMDALE BOULEVARD,PALMDALE,CA,93550-4686,
2/4/2016,2054900,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY,23635 EL TORO ROAD SUITE K,LAKE FOREST,CA,92630-4748,
2/4/2016,2054902,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - BAKERSFIELD,3737 MING AVENUE,BAKERSFIELD,CA,93309-5001,
2/4/2016,2054903,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - VISALIA,2335 SOUTH MOONEY BOULEVARD,VISALIA,CA,93277-6228,
2/4/2016,2086400,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY,955 SOUTH MONROE STREET,SANTA CLARA,CA,95050-4808,
2/4/2016,2086401,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - SEASIDE,1760 FREMONT BOULEVARD SUITE F-2,SEASIDE,CA,93955-3615,
2/4/2016,2086403,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - HAYWARD,22641 MAIN STREET,HAYWARD,CA,94541-5111,
2/4/2016,2086404,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - CASTRO VALLEY,2806 CASTRO VALLEY BOULEVARD,CASTRO VALLEY,CA,94546-5506,
2/4/2016,2221300,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY,24741 ALESSANDRO BOULEVARD,MORENO VALLEY,CA,92553-3941,
2/4/2016,2221303,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - SAN RAFAEL,854 FOURTH STREET,SAN RAFAEL,CA,94901-3224,
2/4/2016,2338700,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY,1035 MARKET STREET,SAN FRANCISCO,CA,94103-1600,
2/4/2016,2338701,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - CHICO,2525 DOMINIC DRIVE SUITE E,CHICO,CA,95928-7184,
2/4/2016,2338702,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - REDDING,1560 MARKET STREET,REDDING,CA,96001-1023,
2/4/2016,2338703,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - FRESNO,3117 WEST SHAW AVENUE SUITE 108,FRESNO,CA,93711-3246,
2/4/2016,2612200,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY,2230 NORTH UNIVERSITY PARKWAY,PROVO,UT,84604-1585,
2/4/2016,3094400,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY,5522 GARFIELD AVENUE,SACRAMENTO,CA,95841-2909,
2/4/2016,3094401,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - CONCORD,1849 WILLOW PASS ROAD,CONCORD,CA,94520-2581,
2/4/2016,3094402,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY- STOCKTON,445 WEST WEBER AVENUE SUITE 223,STOCKTON,CA,95203-3149,
2/4/2016,3467300,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY,2627 WEST FLORIDA AVENUE SUITE 100,HEMET,CA,92545-3661,
2/4/2016,3467302,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - MURRIETA,39449 LOS ALAMOS ROAD,MURRIETA,CA,92563-5039,
2/4/2016,3467303,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - NAPA,2110 MAIN STREET,NAPA,CA,94559-1237,
2/4/2016,3467304,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - CITY OF INDUSTRY,1600 SOUTH AZUSA AVENUE SUITE 244,CITY OF INDUSTRY,CA,91748-1674,
2/4/2016,3467305,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - BELL,4210 EAST GAGE AVENUE,BELL,CA,90201-1193,
2/4/2016,3467306,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - PARAMOUNT,8527 ALONDRA BOULEVARD SUITE 129,PARAMOUNT,CA,90723-5256,
2/4/2016,3467307,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - HUNTINGTON BEACH,19022 BROOKHURST STREET,HUNTINGTON BEACH,CA,92646-2552,
2/4/2016,3467308,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - OGDEN,3721 SOUTH 250 WEST,OGDEN,UT,84405-1501,
2/4/2016,3467309,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - LAYTON,575 NORTH MAIN STREET,LAYTON,UT,84041-3002,
2/5/1990,2165409,TRAINCO BUS SCHOOL,TRAINCO BUSINESS SCHOOL,80 EAST VAN BUREN,CHICAGO,IL,0,
2/5/1990,2498900,NATIONAL BUSINESS SCHOOL AUTOMOTIVE DIVISION,NATIONAL BUSINESS SCHOOL AUTOMOTIVE DIVISION,20 'L ST SW,WASHINGTON,DC,20024,
2/5/1990,2498902,NATIONAL BUSINESS SCHOOL AUTOMOTIVE DIVISION,BRANCH CAMPUS,1112 HALF ST SW,WASHINGTON,DC,20024,
2/5/1990,2543200,LOS ANGELES BROADCASTERS,LOS ANGELES BROADCASTERS,1717 N HIGHLAND AVE,LOS ANGELES,CA,90028,
2/5/1991,2227300,COASTAL TRAINING INSTITUTE COLLEGE OF COSMETOLOGY,COASTAL TRAINING INSTITUTE COLLEGE OF COSMETOLOGY,3300 NORTH PACE BOULEVARD SUITE 30,PENSACOLA,FL,32505,
2/5/1991,2288244,AMERICAN INSTITUTE FOR PARALEGAL STUDIES,AUXILIARY CLASSROOM LOCATION LACKAWANNA JR COLG,901 PROSPECT AVE,SCRANTON,PA,18505,
2/5/1991,2525200,FRANCOIS SCHOOL OF BEAUTY CULTURE,FRANCOIS SCHOOL OF BEAUTY CULTURE,2101 MILITARY ROAD,NIAGARA FALLS,NY,14304,
2/5/1992,782300,GREENSBURG INSTITUTE OF TECHNOLOGY,GREENSBURG INSTITUTE OF TECHNOLOGY,302 WEST OTTERMAN STREET,GREENSBURG,PA,15601,
2/5/1993,2143602,RETS ELECTRONIC INSTITUTE,RETS ELECTRONIC INSTITUTE,2800-BOB WALLACE DRIVE,HUNTSVILLE,AL,35805,
2/5/1995,1249800,SUZANNE'S BEAUTY COLLEGE,SUZANNE'S BEAUTY COLLEGE,11302 CRENSHAW BOULEVARD,INGLEWOOD,CA,90303,
2/5/2000,2187400,PARKS COLLEGE,PARKS COLLEGE,1023 TIJERAS AVENUE NORTHWEST,ALBUQUERQUE,NM,87102-2909,
2/5/2002,180519,INDIANA INSTITUTE OF TECHNOLOGY,INDIANA INSTITUTE OF TECHNOLOGY -,530 GUILFORD STREET C/O TRINITY UNITED METHODIST CHURCH,HUNTINGTON,IN,46750-2708,
2/5/2007,4038301,ATA COLLEGE,ATA CAREER EDUCATION - ARNOLD,2132 TENBROOK ROAD,ARNOLD,MO,63010-1515,
2/5/2009,190006,WILLIAM PENN UNIVERSITY,WILLIAM PENN UNIVERSITY - VERMEER CORPORATION,GLOBAL PAVILLION 2110 VERMEER ROAD EAST,PELLA,IA,50219-7652,
2/5/2009,190007,WILLIAM PENN UNIVERSITY,WILLIAM PENN UNIVERSITY - COLLEGE FOR WORKING ADULTS - EDDYVILLE,IH BIOPROCESS TRAINING CENTER 17601 MONROE-WAPELLO RD.,EDDYVILLE,IA,52553-8037,
2/5/2013,254002,COLLEGE OF SAINT MARY,COLLEGE OF SAINT MARY - ARIZONA CAMPUS,MERCY GILBERT MEDICAL CENTER 3555 S. VAL VISTA DR.,GILBERT,AZ,85297-7323,
2/5/2013,2075406,KELLER GRADUATE SCHOOL OF MANAGEMENT,KELLER GRADUATE SCHOOL OF MANAGEMENT - LINCOLNSHIRE LOCATION,25 TRI-STATE INTERNATIONAL CENTER  SUITE 130,LINCOLNSHIRE,IL,60069-0000,
2/5/2015,178703,BETHEL COLLEGE,BETHEL COLLEGE - ELKHART,815 WATERBURY PARK DRIVE,ELKHART,IN,46517-2390,
2/5/2015,62098843,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - WASHOE COUNTY SHERIFF'S DEPARTMENT,911 E. PARR BOULEVARD,RENO,NV,89512-1014,
2/5/2016,833200,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY,512 POYNTZ AVENUE,MANHATTAN,KS,66502-6082,
2/5/2016,887400,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY,1231 EAST MAIN STREET,MERIDEN,CT,06450-4836,
2/5/2016,887401,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - HAMDEN,1245 DIXWELL AVENUE,HAMDEN,CT,06514-4132,
2/5/2016,887402,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - FAIRFIELD,500 KINGS HIGHWAY EAST,FAIRFIELD,CT,06825-4847,
2/5/2016,887403,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - WILLIMANTIC,1320 MAIN STREET,WILLIMANTIC,CT,06226-1940,
2/5/2016,887404,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - BRIDGEPORT,1027 FAIRFIELD AVENUE,BRIDGEPORT,CT,06605-4114,
2/5/2016,887405,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - FAIRFIELD EXPANSION,501 KINGS HIGHWAY EAST,FAIRFIELD,CT,06825-4871,
2/5/2016,1041700,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY,1000 MAIN STREET,EAST HARTFORD,CT,06108-2220,
